id	filename	md5	size	state
19ab2bcd-7660-4744-8984-fd8202781d30	aded01c7-6a5b-44f3-a709-688fefa919eb.FPKM.txt.gz	16b9f4b73c59d4ff1519092cbad18169	516667	validated
1b925a71-f388-462f-bb53-940e94c59d5b	4c7e7918-aad4-4ea0-a2fd-0965ee1ffbec.FPKM.txt.gz	34cfa739576986e2f00a54309a84703a	527902	validated
1e6af230-7aa9-4988-8388-c1291f9bc1b7	749961c7-a8ae-4bbb-9db5-4b2aa31f9131.FPKM.txt.gz	b8d59b85bf3201463b8aba1fab16ce78	519550	validated
1ffcce09-423d-4b6d-8869-d9515196d83b	3d88319e-6423-48be-92a7-fe69326c8fae.FPKM.txt.gz	63b2241dbb44b6e908f7282e06d4ae66	508726	validated
217524a3-425a-4b96-a2c4-772fa1398705	020a5966-188b-4dc0-8743-1376f344ace6.FPKM.txt.gz	3f28d86b66aa01219619281ec2cd550b	500258	validated
23230c08-282f-4ab4-b3be-0975564e0f6d	87da3fe3-53aa-44a5-87a5-0f651861e985.FPKM.txt.gz	61481076ab6e806fdd399dffc8325c30	496164	validated
239bee4f-a737-4499-903d-57c80af67219	93f8a606-0f7c-4c81-a398-c157a7fa2f55.FPKM.txt.gz	7e944530cdb28219c4cc1e5fbd40cf55	466567	validated
24542ec1-b212-4e0f-87a1-f382e26c8520	7a9228b6-e6c4-477e-bad8-f39851ab2ec8.FPKM.txt.gz	71b3a45d28971e6d7d962c9b65befd8f	520652	validated
2498f81f-0a63-4d6d-97b7-a5cbb5d166aa	f02be12f-2e34-4089-be5c-0f81ca6038c8.FPKM.txt.gz	59737089ba5cdeb1fdfd2f4b9fbf3821	535470	validated
250d2462-ff95-499a-83f7-e3d09a5dc6c6	7393931e-44bb-4935-b717-48e584f3a3b4.FPKM.txt.gz	c8615d63d4b8ac4eccc739f7f88cad38	524451	validated
2638145f-6f9d-428e-9cc2-f73f183d7ee9	fb69626b-b877-4773-a9c9-d84a0af65dda.FPKM.txt.gz	999b4515c4f7ff56acde37f6a2963655	512810	validated
26bc1779-2ec0-42d8-842d-2a54a17a963f	cdefa437-2e09-4699-a07c-842fc779d9ce.FPKM.txt.gz	a4e694302a82033ae3589d41670c8e3c	511801	validated
271d36b3-9a32-4d5d-8016-68d14d9cef13	341a768f-5aa0-4878-8259-e635bf3cc63e.FPKM.txt.gz	568fbd228e78f6515fbc2175c6be4ee6	518936	validated
28d2c750-2bc7-4c04-a280-81b792362c22	cc19eac7-d278-46b9-b694-ea40b22e265c.FPKM.txt.gz	827a0e9daef556b7ee279385887b3580	502785	validated
28eea578-6fd1-4387-b22d-827317c5dc77	c2ee7809-fbb4-4d86-96e4-a2806011679d.FPKM.txt.gz	3f4de024c5085bb791ce1e45d7807cbc	543943	validated
29784495-d3cf-4067-91a7-275d0698dd15	b2636ee1-c633-4fc6-9863-363188660ee7.FPKM.txt.gz	8ce5e4252ee3441772d04f482b0d3b9d	505333	validated
29dab6fb-8615-4e1f-adcf-0b79f7fbe32c	d655cc66-edd8-4470-89ca-ddc2060a4bbb.FPKM.txt.gz	cf679b835d2534a3f67fd4a47c5d1476	524394	validated
2add9625-6acb-4212-88e2-095a4970e52a	6bc301af-e41d-4116-a387-c225917de4f0.FPKM.txt.gz	baa6dc7f9dc90d97e36501da741f7955	522967	validated
2b1aa448-c4fb-4f43-a554-1fafb3d0a15a	62b665c7-bb8a-4e6e-a21a-10d5ea519d1a.FPKM.txt.gz	3f8e23ed3fb4c4e96ddf8fb57c9bb2aa	512152	validated
2bbd245f-cc64-4cde-bfcd-cf17eb827275	a9e6d3ac-54a6-4bea-96b3-8227bc4c8ce0.FPKM.txt.gz	e6f04b95ab2ccfb6ffb2b05fa959b6b8	505845	validated
2c6f597b-f963-473a-855b-acc2e06ab01b	b25483dc-4455-4c4d-a740-d69c806f591b.FPKM.txt.gz	66de8b2bcfa3aa941daa3f05e624320b	546583	validated
2d84133c-612d-4408-9b75-795bea744108	bfdc7bfe-13e6-4cba-9652-2bd3d0ca1945.FPKM.txt.gz	e50456abd8f43d895ce5ee51161018db	509170	validated
2e293e4b-52b6-497f-b129-099f7d699b43	8af8cf8c-3806-410e-b0e1-add5b479f86a.FPKM.txt.gz	da3e0f9607201c549844e1004163d26b	517722	validated
2f43ee08-7169-4b06-95be-ae49e3024d86	b273e853-264e-44df-b017-215676b31fc9.FPKM.txt.gz	277db697126e177326c84ce1db59f985	513302	validated
2f63bf5e-1c6d-4af2-a012-8cccd70d0c75	9c667929-d2a5-43c1-ab9d-d767e5db621b.FPKM.txt.gz	a59443f0a25527b147715d8a0b030a16	514318	validated
30376b0e-6161-4434-b02f-d9f65e08255a	de63bd5d-8a20-46ff-a582-7950fd90c38e.FPKM.txt.gz	c4e824fdd16896a7fc81fc5a9fac7d75	519845	validated
32337be2-1ef5-48bd-9d59-f2f160cb4495	5809e012-528b-4fe9-81f0-7788d17361af.FPKM.txt.gz	34976a65a2341991ded5fca02a737fab	502668	validated
33556edb-c3a2-41f7-9f68-030c5daaae98	554f03d3-e8d8-4f9e-b2b6-1e4a7bd904c4.FPKM.txt.gz	47636691206d8ef9cd6f4808eaced238	511997	validated
34d23c46-3e4f-4936-a691-ac076dbbbc1c	deda2bb7-8489-4722-be47-11845096e740.FPKM.txt.gz	e029b1df13c636cd42644bb8b08b9a9f	526604	validated
352d88b3-7474-4141-85c3-1219372214ca	a76ee558-8751-4945-b90a-07a66bcbe867.FPKM.txt.gz	3fd9c07220d22033ab11df4303a33780	498725	validated
35615bbf-4daf-427a-bc36-2e7cc662fbdf	250df1dc-9fc4-4528-82ab-28a9e2be9bac.FPKM.txt.gz	51f6e417ccfd5e76ee02039e564b891a	520250	validated
3610dd82-d2bd-4c34-88ac-367c97155a0b	bfeaa9f7-e413-40b8-86ba-c9d26a96c240.FPKM.txt.gz	c83b6d23e9757e5954702de468d659b0	506254	validated
3639651e-025b-46c5-a7c2-1935f8ee74b2	0d9bb444-5302-4def-80e1-f09903ade301.FPKM.txt.gz	5196accf4e911bc5420f9fb0597fcb9e	521980	validated
37798d75-402a-4d25-907a-959a7fad9259	186bbe47-3c00-4501-b22f-cb92c2269cb1.FPKM.txt.gz	77ddcb01f4e4ddf25efb5be5efdeda12	512468	validated
38deca2d-6d33-4bb1-8137-6e3a17702d4d	cfe2dded-08a3-46f5-a083-4ae1a07c2623.FPKM.txt.gz	21eb3d2555e59b022a806296f04d403f	507088	validated
3a51bc82-df4b-454b-9f48-c12d41735d74	e6e40789-f37d-4dc5-a4d5-6c1bc952d92b.FPKM.txt.gz	52f1c3d0841bcf2591fe24085ad8dcef	498245	validated
3b24f6f0-472e-4e1f-bf50-4dc24a57c234	8b9ec912-c66d-4c82-a1f5-a7b69b286a8d.FPKM.txt.gz	3762de5610d4044c5f916a1f3e171287	498935	validated
3b3de0d2-bbf6-4771-b54a-3abb6ff770b7	c0e77c30-8cd2-4844-8d1c-8049064847cb.FPKM.txt.gz	880dcfc804172e93c69f35b1ccd5b23b	501404	validated
3cb6651b-2c2a-46d1-882a-1b60c6e0d8be	8b0a7286-835e-4090-bad0-990d1d600d6c.FPKM.txt.gz	c2d2dbd791f602d17a15a415acbe9719	526276	validated
3cb9d48d-d87f-47c6-8de6-97f1fcaa2afa	4471820a-c724-4b06-b5ce-7b740bd2e4b7.FPKM.txt.gz	a943a3c2a8f4f020e7da4ca1c9532891	533084	validated
3cf10a27-d3e2-40fc-b997-8ad2e71ba057	554726fd-540c-46f8-92f1-34934ec7d1d8.FPKM.txt.gz	4b733606a92a384294777e56fd2780b6	517028	validated
3dc4f68e-5b33-4d78-af15-8abb1d97944a	8b0cc928-1c58-4687-9a67-a9fa0c0ef663.FPKM.txt.gz	01c75265aa1219f68e3ee559f2ded0f2	525184	validated
3dd15041-7510-4dd1-939a-827b62b34490	921f4d37-c3ee-4528-bd70-c75359f12bf6.FPKM.txt.gz	adcca39b824c8f7807d6db3bc65d9a57	541201	validated
3de6ad5f-ad98-45ff-8f11-e1a2880b971e	1348927d-7a6a-4807-875c-f63b92c9348a.FPKM.txt.gz	cc0e5c3f1cbe068394472ccaeb530c67	525770	validated
3e293572-b5bd-439d-aedb-b38fc55b6d45	0c32ae43-a5fc-4e59-b25e-bafb15ef96d3.FPKM.txt.gz	14a8d0373bb71693f0b9a0e558a7ab94	512930	validated
3ecbf8eb-b86b-48bc-bdf8-4bb677087bb3	fcb1142e-6bef-4194-8a31-6fb36282fc1e.FPKM.txt.gz	6325edb2d3fe4d74652605eab49d4db9	521335	validated
40e21863-51ed-4fce-a14d-8a3f9fb5ab53	b6686c4a-b25b-48f3-b408-0c394cb936b9.FPKM.txt.gz	ba985520a1afe84c758b700ada871ba0	523966	validated
40eed490-90c5-46c0-b709-aeaa86faa449	0ab93cce-69b2-4ef6-ba1e-954d8b93d239.FPKM.txt.gz	e5ddfb07ea89c31722de7a21f12bd8bd	529638	validated
41c49d54-49e2-4791-8aaf-90adeae6ccc3	97604bc9-51ff-4a0a-b4a2-cecf70e6e16d.FPKM.txt.gz	c15c35a6f42406afe2cde9db9548e44c	508699	validated
423ff804-c66e-41df-baa6-5a57e3cdc763	fe3ffc83-dd7e-4ccc-9571-d80841333238.FPKM.txt.gz	a6283b6db0dbd319f1baa61788ee3bf8	521208	validated
426632a3-f124-476b-84c2-572d0f59a60e	8b2f2b55-0064-4218-889d-4280e60092cb.FPKM.txt.gz	defd7b395a3fa5ab74b6cfc382bfd6d9	505441	validated
44129fd5-b42c-4552-8854-a9ac638719b0	c803e80a-1649-4ca3-a485-a7db8f304aa2.FPKM.txt.gz	e160aaca0bb15b192527099ba6da6278	511865	validated
460e6a72-8e2d-4468-b0d9-bca26a8fa4f5	0a66b543-fdfa-4aad-97d9-8e1e5e9b165f.FPKM.txt.gz	68095d2d69db1dca957630cde6fb2353	502773	validated
464c4b4c-2eb8-4f62-b67c-565d83063678	70946b5f-8ba0-478a-83a2-cb22b00a1afb.FPKM.txt.gz	bd572b77e28743274f401ecfc1120dfc	517260	validated
46e9fbc0-16dc-44fc-9a46-c964d72fb3c3	baa29229-c351-4f5f-a979-7c2ea77297f7.FPKM.txt.gz	1da8895893b404fc3ed98e730d88c847	512462	validated
4901bd3f-def5-43d2-9428-416d1e39d242	f10f7bb9-07b1-4408-80ce-ad460b349c2e.FPKM.txt.gz	c0ca5106432af15f8bf6418d637e4a74	488221	validated
49b75124-9717-4a73-a87b-17454673d9c5	5dc9357d-68e0-4696-9ebb-0a8fb34aa87f.FPKM.txt.gz	af2d5611ed44409bec802de6f6468418	531619	validated
4a6fa80b-eb60-4d52-a265-c7e796d2bd02	bab0e5d9-2a58-4537-b554-e12394ee24de.FPKM.txt.gz	f7f1f5e9f562d422dc7fd4a038c15e4a	519764	validated
4ae6ffc5-86ce-4693-8f19-a310712d3ff4	9c9ee7b5-0227-43c2-be55-909751dbd61a.FPKM.txt.gz	4982148bc6ea72b13460ce83b4a7ab90	517898	validated
4b90d386-082c-43f5-90a4-39cc47c56969	acc49bb5-cbcc-45e8-b04d-04c196db4197.FPKM.txt.gz	7bcc973e9c569e66eccfb500d2a135c1	538674	validated
4bc190f3-a4c3-4a98-9190-e977f7377579	cca65267-38e4-4179-bf9a-d12ce088641b.FPKM.txt.gz	f81426d7eaf172c0898d47aed65bcacf	532552	validated
4cab8f0b-7ead-47ae-a171-c8aab0d9717e	1496e223-cbd0-4dc2-89ed-ea8c72e35582.FPKM.txt.gz	1f10649922524b23f4916cba272fe661	480781	validated
4d0f06de-60f8-4796-8c3e-69dfb03323fc	511a7447-d9e6-45d6-9c38-5bedc4ee84c9.FPKM.txt.gz	49956c5cb471ad527ee0cc4270969531	527109	validated
4d49d625-47da-4c61-a3f3-6463927fd57f	bbdfc054-6387-49e6-b0f9-8f4a4e3e2813.FPKM.txt.gz	40c945b98eccc90c0dddbad76b774a61	505947	validated
4daa9d10-4930-4c6c-9a13-a67a43531592	c6be1f6a-a5c1-4113-b1a6-882f7f572c52.FPKM.txt.gz	9382c3491f9e9033b8fc64fb0dab5c88	506076	validated
4ffec8b0-e1c5-478d-b07c-937ae3a1d0b8	84e46b7b-900a-4b1b-b904-7543b2a2a4f7.FPKM.txt.gz	431d699e2e19e2c38b43a1886711ee5d	514275	validated
503e85ba-e73b-4b0b-a498-ac2fa01393e8	6cab4354-60f1-4676-a20d-f5adc8f5b769.FPKM.txt.gz	964d5fecfe15208ebfc1135997d22273	499394	validated
52301f73-dfef-44c0-b9ec-64230af752a0	72993072-dc2b-4ee8-aae2-7b82d78dee88.FPKM.txt.gz	77ed797f8380a364a46e8062e46a5894	519746	validated
52cf3ff1-fcf0-4c3a-bdb7-775bf411f7a3	80e81b68-c36c-4530-978f-b1ae1efba3fe.FPKM.txt.gz	7bae013b45c52cd51f908d867f778608	515734	validated
534d88a1-e2eb-4a32-8d1d-530a6d6645c2	2a1dddb6-8af8-4745-bf3b-4d9790993cb8.FPKM.txt.gz	2994db6103c77615888f826ac9c84f6c	502218	validated
54c57e12-6595-4b88-bb56-0ca57ecb7259	e32b54ab-6cd8-4a52-ae22-0265c5a5c473.FPKM.txt.gz	4905a373e916c67d52dfbe258dfd2153	514274	validated
54f4b00a-551b-44ac-b9af-01d1a0894fe3	e378a7ea-b9b7-4824-b925-1ce570a3ea5f.FPKM.txt.gz	0c02e9839067a66acce69f25ba74720e	514405	validated
54ff8e6c-2166-43e0-a064-48901fdb4ab5	73df13da-5f96-4b3c-b0e5-0af79f997e46.FPKM.txt.gz	6ddc9de5b3945fb06f3cd780fc51a01e	510091	validated
552c0518-df85-48f1-b48d-69548e06742d	2b31fef1-b9a6-4e3d-8a9f-d97ed2c12cef.FPKM.txt.gz	26aa069a167705488244996b9d3d4373	521819	validated
559d68bc-2104-44dd-a197-10d5f987c805	08c23975-acc1-4e06-9d4a-8fbcb780e6b9.FPKM.txt.gz	6bcab56fd579c7a3d771104691eaf855	530310	validated
56713688-cbbf-4959-82b2-fe060b1eaef5	1c13e372-3216-43b8-9851-f7f6e2422e16.FPKM.txt.gz	659e0a1ee3b87520c5c17ec6c9112444	490516	validated
576de47f-a399-4de3-bd6e-e49f090ee5b0	ea48f64e-da5e-45e0-b12f-068ce9b17b10.FPKM.txt.gz	f6a07495072fdef4d7cff1a2ba0f0bae	480289	validated
581f4868-31d1-4924-9ef6-4dc4bd94c689	7979b712-a4cd-45f5-89cc-14851dae9088.FPKM.txt.gz	761f5af5092ba34c36fe9b5deb490fe7	520564	validated
5c204fe9-8fbb-43c5-afcf-3d4984e71242	193141ef-bd7c-4776-9319-04e04b4ae6b7.FPKM.txt.gz	6574de7cac038a63d315c5d53d3213dd	500833	validated
5c620589-3a17-4dd5-8336-8a0016175ad0	fa3aefa5-547d-4878-b5aa-1afb6ad4bdb7.FPKM.txt.gz	2fd49521165a36fa7e2bbdd93b6861ca	516092	validated
5e612e4b-c067-4612-b6be-edbb21324f49	480611ae-c822-4f82-a7c9-e07ddf6fadac.FPKM.txt.gz	7cec04b01c4e7ac30a00242d52d0cbfb	512647	validated
5ee3f6b8-662d-4b76-9d8a-cdcf6b72a32c	94dc1cec-c690-4659-b855-47c7b5eeeeff.FPKM.txt.gz	ab68e4ea1792113ee448884a3fa9eddd	490936	validated
5f4b8d39-9088-4c78-8995-d1249f58c728	a79b9faf-d133-461b-a228-cc6f3b66ee8f.FPKM.txt.gz	2483fe581ddf5c4810fe871396b720ad	503603	validated
60ed3efd-4317-408a-a382-a3098206a656	fe255e69-7db8-494c-bb44-abe8ff30d3b9.FPKM.txt.gz	e1c0da432e09b39b35be4899d7b28650	495620	validated
61f5831b-ca94-4a27-8190-211fd627a36f	ccc48a1f-ff94-491d-b9f0-766194ae7574.FPKM.txt.gz	774d425d7e4487fb0761b17bcb215c25	523138	validated
64d15e8c-aa82-4505-bd0d-f422f7942ce7	829e5fd6-6d0f-409c-9681-7ed151e09e5f.FPKM.txt.gz	074d603135b14165a7344222f3d8f28b	533003	validated
64f56aaa-f49e-4c71-81d6-e0b204ffd2d0	e2a11402-92b1-4bb9-87ce-2ab6c44a735a.FPKM.txt.gz	da40932fc613935dfc105a54b0f0d37a	524931	validated
68e45cfa-770d-4173-aad1-4b00b8b981f5	d83e5733-fea3-4677-a83c-e58c1a245e78.FPKM.txt.gz	79df760397ee0f397382475ad8d787bd	533083	validated
697b580a-e150-4f6f-93b3-33ca2af31f47	df5579d8-4cbf-40e9-85d9-a5c6d12f84ce.FPKM.txt.gz	8fc3ec985b3e0bf812d6b55b6050ce00	513796	validated
6a888f5a-ea32-46d0-b4e6-130d6fb79bad	7da8f140-ac80-487a-98f7-da3bf3488df3.FPKM.txt.gz	1e180cd647c6da38f2590e541fdbe250	523661	validated
6b840dca-a051-4fab-a7db-fc135476acda	32c89921-17cc-4b4d-95d3-c2abf13e9bc1.FPKM.txt.gz	ed2d5790175859dd1b98262d45b88f29	509461	validated
6bb648bd-7bf7-488f-b0c4-61c42544cfd2	8006ef8a-7989-4eea-892f-ff6c9575a9aa.FPKM.txt.gz	20e9128ed45998404ff5a53d7365eb96	514924	validated
6bc362a3-e48d-40e7-acbe-7aaf3826db3d	aecb6e47-d087-4efc-bcc5-4cd79e36ff76.FPKM.txt.gz	e24a1b35d31e1e53c9891d31e5d192f5	516286	validated
6bf9d42f-e5a7-40cf-9cbf-dc9bbe99a032	0bf9f161-3693-471b-bb5a-d5d8bddd807e.FPKM.txt.gz	ca5e64777fee0ac3f1a8f4e3b084582b	513968	validated
6c96e562-87bc-466d-afff-8f8f6adad3de	d9d24dbf-2722-4459-a419-7e82e3a35def.FPKM.txt.gz	dfcccc1bbd2190a529d0283329f3f5fe	503224	validated
6dc790e4-290d-4e99-a44a-9aacbd800359	1e882836-dd30-4f01-9255-e99ca40e4b8b.FPKM.txt.gz	c3070c5bc273f2484eb71b3dee2e7d31	509313	validated
6e02f505-fe39-4e39-a650-58d1d6e2cb5e	1fff5db7-4a3b-41ba-b715-ed59a3c2024f.FPKM.txt.gz	1f69b0a50ad0802c6f8d9049b4aceb39	527176	validated
6e637af0-be6e-4699-a70a-89136f8659f5	3be57d9a-113e-4dae-b326-797f096030a7.FPKM.txt.gz	61f815bc40f137d2afbd553b744d52c2	511683	validated
6e721d71-fa9b-475e-99ac-1ad473fe3e78	64b503b9-59b0-4f4b-81ab-9fdcd6481b6e.FPKM.txt.gz	74ba7932f42de1fea6cc4bb356d26bb2	523472	validated
6e80b4c1-17f4-4e14-94fe-fcb33c557957	035d0309-a757-450b-8088-299a0a28adea.FPKM.txt.gz	2d0ccc2758f0775be392bf0731e01fa2	499178	validated
7005ad48-442c-4619-a09d-6e88cabb167b	2c83964a-98e3-4edd-bd97-f00db161f5ea.FPKM.txt.gz	a15333c551ae335d4f3c4c8501f8751a	511315	validated
7069f1c8-a007-41aa-93dd-1111f1600adb	29cc568c-564d-4a83-9ab1-fe990f763228.FPKM.txt.gz	91989f2daab718d639198df9d04b60bf	514058	validated
71457dfc-eb72-4137-8a5b-b3391f3af99a	586ea1a7-d99f-46ef-aba9-1ae0d8a28e3e.FPKM.txt.gz	c3f5180f5ad9d247e97d71eece3dd80f	519485	validated
715d02ae-3841-45e4-8fd4-bf6ac8c0e2b7	2ccd1f71-c646-4c89-81ab-2866d943d29d.FPKM.txt.gz	63194318c9ca775945c1d696ea3d1ff1	515025	validated
72613e17-16b7-49a2-a9cc-803a401c35cb	e65da476-3338-43a6-9131-a7d124acf483.FPKM.txt.gz	3a77ae0b5c46803e1a4bd1facea0056d	547100	validated
72913b36-64fc-4935-8809-841fec64a43d	8a64cabc-26cd-4661-b86d-7998af2221fa.FPKM.txt.gz	3e20e569ec1dcd9957279ca41375e08d	508865	validated
72929488-c5fb-4beb-928c-351d79ef26ec	234ab9ae-4cc3-4e0f-ac01-c128411e9907.FPKM.txt.gz	bef88aa0380c03d273482d409e6b2451	508176	validated
75dc26cc-7589-4ad6-8165-19fe189b8a2c	f62ef6df-8db9-44ff-a7ec-1898b98dc5ec.FPKM.txt.gz	c2348b7204b8e1bfcd3e5b779a56acaf	511263	validated
75eb8381-e9de-44bc-8a87-d162fed21be5	320bd3bc-dc8f-4d48-bb3d-a00d587f9bce.FPKM.txt.gz	28737cb722926de514454abf4cf79c1f	516071	validated
763cd53a-3f4b-43b8-9902-0d47f34f1eea	ac0f298f-7c34-4858-bae6-3e7c7981dd03.FPKM.txt.gz	0f9ccc814bf6bf1b52602040c3360f21	513130	validated
767f6fb8-a0b8-4872-b991-dd8f76224fe6	b9bc75e5-c9ed-4d9c-a881-597a24bc24c1.FPKM.txt.gz	9f0f00383d5aaba79d1665ef27a04fa0	505014	validated
7700a5b4-5a39-40ff-9bc7-a38241fa2db6	0c7a2375-4d8d-4d51-b71d-52d25c0cfd51.FPKM.txt.gz	f9d3d9d73b474e67d04ba68d77957daf	519253	validated
770fe3dd-2e47-4ab9-9442-5a7dc01f7713	b46edda4-9599-4f94-ac2f-927c641c542b.FPKM.txt.gz	a35b8512ad6f155c7a3d3679340e765b	521373	validated
787bf5b0-d751-40e7-b63b-7bb9d94ae744	8a69d105-1970-46cf-9c9d-dd54d329657e.FPKM.txt.gz	377ce571bcc8fb88cc354cf07f3218e4	517507	validated
79d67016-16d6-4750-8cba-db00045be2b1	4b6b2673-a70d-4b3e-b62f-df6ad4ddb144.FPKM.txt.gz	52d35edfff64fcfb40280c4d6a411568	526133	validated
79dafe1f-c7ac-4d96-9680-f166c44bddc5	9c7895bc-69aa-4344-9edc-bc6076f7fcdd.FPKM.txt.gz	2169d7feaed75fa69f95f4ce5fb38678	515565	validated
7aeab615-1c38-46d5-b216-3af6ddad8706	74fe7db4-f077-42ab-8f5f-1bb4fee82c60.FPKM.txt.gz	f2291c3b0e8754a7df0dd4efa1ada9f9	503359	validated
7bd412b9-b800-4b3f-8d1d-1aecb00fdc3a	fca8d596-f774-45d5-8d8d-713d7d9e9f32.FPKM.txt.gz	f49d1da2282f6395254e58336b684364	517163	validated
7c3e2041-6ab7-408d-8081-82b6488f485c	0a39c6d6-45dc-4487-aa35-a98ef183b529.FPKM.txt.gz	d4662e8cc00b42326d5962137ffe6a22	498229	validated
7c937d21-1e19-4269-a3d9-59d6f32219cb	3490b791-16ec-41e8-9015-5f3d33c856c0.FPKM.txt.gz	07988e4e04f63901db62a6856f90fea0	508517	validated
7d96fc4c-a103-4136-8bf2-4d98b005642f	b28e3951-535e-4a64-b8da-1eeeaa454518.FPKM.txt.gz	b92859dfe60791cc00c6bcf923faed9e	524189	validated
7eb360d2-ef40-44e4-a072-da66a22b87bb	e67158db-0572-4dce-90df-e22b2660b6c2.FPKM.txt.gz	9205ea2130c5eaeef08052e18ab1f500	493652	validated
7fe94706-8ff3-4c87-9015-7b96232408b8	9b9647f1-6979-429f-8518-9474142fc449.FPKM.txt.gz	0939f682b86e1b59add15e62d9b83406	516883	validated
7feb6d7e-7aaf-4c39-9c45-abb23d01a43f	b426685c-d1f2-4050-96af-7b7467674980.FPKM.txt.gz	7f4828dc012ec2957921fa79222ea863	501316	validated
